!       **** Bootstrap Histogram for 2000_8000 ************
!           From       To        Ctr        Freq     Cum.
          6.258e-06  7.004e-06  6.631e-06     0       0
          7.004e-06  7.750e-06  7.377e-06     0       0
          7.750e-06  8.495e-06  8.123e-06   500     500
          8.495e-06  9.241e-06  8.868e-06     0     500
          9.241e-06  9.987e-06  9.614e-06     0     500
          9.987e-06  1.073e-05  1.036e-05     0     500
          1.073e-05  1.148e-05  1.111e-05     0     500
          1.148e-05  1.222e-05  1.185e-05     0     500
          1.222e-05  1.297e-05  1.260e-05     0     500
          1.297e-05  1.372e-05  1.334e-05     0     500
          1.372e-05  1.446e-05  1.409e-05     0     500
          1.446e-05  1.521e-05  1.483e-05     0     500
          1.521e-05  1.595e-05  1.558e-05     0     500
          1.595e-05  1.670e-05  1.632e-05     0     500
          1.670e-05  1.744e-05  1.707e-05     0     500
          1.744e-05  1.819e-05  1.782e-05     0     500
          1.819e-05  1.893e-05  1.856e-05     0     500
          1.893e-05  1.968e-05  1.931e-05     0     500
          1.968e-05  2.043e-05  2.005e-05     0     500
          2.043e-05  2.117e-05  2.080e-05     0     500
          2.117e-05  2.192e-05  2.154e-05     0     500
          2.192e-05  2.266e-05  2.229e-05     0     500
          2.266e-05  2.341e-05  2.304e-05     0     500
          2.341e-05  2.415e-05  2.378e-05     0     500
          2.415e-05  2.490e-05  2.453e-05     0     500
          2.490e-05  2.565e-05  2.527e-05     0     500
!Created by ./stackanalysis_v4.pl in Users/CEERS_01244_EW291iK
