!       **** Bootstrap Histogram for 500_2000 ************
!           From       To        Ctr        Freq     Cum.
          1.620e-06  1.743e-06  1.681e-06     0       0
          1.743e-06  1.867e-06  1.805e-06     0       0
          1.867e-06  1.991e-06  1.929e-06   500     500
          1.991e-06  2.115e-06  2.053e-06     0     500
          2.115e-06  2.239e-06  2.177e-06     0     500
          2.239e-06  2.363e-06  2.301e-06     0     500
          2.363e-06  2.487e-06  2.425e-06     0     500
          2.487e-06  2.611e-06  2.549e-06     0     500
          2.611e-06  2.735e-06  2.673e-06     0     500
          2.735e-06  2.859e-06  2.797e-06     0     500
          2.859e-06  2.983e-06  2.921e-06     0     500
          2.983e-06  3.107e-06  3.045e-06     0     500
          3.107e-06  3.231e-06  3.169e-06     0     500
          3.231e-06  3.355e-06  3.293e-06     0     500
          3.355e-06  3.479e-06  3.417e-06     0     500
          3.479e-06  3.603e-06  3.541e-06     0     500
          3.603e-06  3.727e-06  3.665e-06     0     500
          3.727e-06  3.850e-06  3.788e-06     0     500
          3.850e-06  3.974e-06  3.912e-06     0     500
          3.974e-06  4.098e-06  4.036e-06     0     500
          4.098e-06  4.222e-06  4.160e-06     0     500
          4.222e-06  4.346e-06  4.284e-06     0     500
          4.346e-06  4.470e-06  4.408e-06     0     500
          4.470e-06  4.594e-06  4.532e-06     0     500
          4.594e-06  4.718e-06  4.656e-06     0     500
          4.718e-06  4.842e-06  4.780e-06     0     500
!Created by ./stackanalysis_v4.pl in Users/M23_3608_Gi806Bk
