!       **** Bootstrap Histogram for 500_2000 ************
!           From       To        Ctr        Freq     Cum.
          4.319e-06  4.465e-06  4.392e-06     0       0
          4.465e-06  4.612e-06  4.539e-06     0       0
          4.612e-06  4.759e-06  4.685e-06   500     500
          4.759e-06  4.905e-06  4.832e-06     0     500
          4.905e-06  5.052e-06  4.978e-06     0     500
          5.052e-06  5.198e-06  5.125e-06     0     500
          5.198e-06  5.345e-06  5.272e-06     0     500
          5.345e-06  5.492e-06  5.418e-06     0     500
          5.492e-06  5.638e-06  5.565e-06     0     500
          5.638e-06  5.785e-06  5.711e-06     0     500
          5.785e-06  5.931e-06  5.858e-06     0     500
          5.931e-06  6.078e-06  6.005e-06     0     500
          6.078e-06  6.225e-06  6.151e-06     0     500
          6.225e-06  6.371e-06  6.298e-06     0     500
          6.371e-06  6.518e-06  6.444e-06     0     500
          6.518e-06  6.664e-06  6.591e-06     0     500
          6.664e-06  6.811e-06  6.738e-06     0     500
          6.811e-06  6.957e-06  6.884e-06     0     500
          6.957e-06  7.104e-06  7.031e-06     0     500
          7.104e-06  7.251e-06  7.177e-06     0     500
          7.251e-06  7.397e-06  7.324e-06     0     500
          7.397e-06  7.544e-06  7.471e-06     0     500
          7.544e-06  7.690e-06  7.617e-06     0     500
          7.690e-06  7.837e-06  7.764e-06     0     500
          7.837e-06  7.984e-06  7.910e-06     0     500
          7.984e-06  8.130e-06  8.057e-06     0     500
!Created by ./stackanalysis_v4.pl in Users/M23_53757_2_fF888Cf
