!       **** Bootstrap Histogram for 500_2000 ************
!           From       To        Ctr        Freq     Cum.
          5.264e-07  6.166e-07  5.715e-07     0       0
          6.166e-07  7.067e-07  6.617e-07     0       0
          7.067e-07  7.969e-07  7.518e-07   500     500
          7.969e-07  8.871e-07  8.420e-07     0     500
          8.871e-07  9.772e-07  9.321e-07     0     500
          9.772e-07  1.067e-06  1.022e-06     0     500
          1.067e-06  1.158e-06  1.112e-06     0     500
          1.158e-06  1.248e-06  1.203e-06     0     500
          1.248e-06  1.338e-06  1.293e-06     0     500
          1.338e-06  1.428e-06  1.383e-06     0     500
          1.428e-06  1.518e-06  1.473e-06     0     500
          1.518e-06  1.608e-06  1.563e-06     0     500
          1.608e-06  1.698e-06  1.653e-06     0     500
          1.698e-06  1.789e-06  1.744e-06     0     500
          1.789e-06  1.879e-06  1.834e-06     0     500
          1.879e-06  1.969e-06  1.924e-06     0     500
          1.969e-06  2.059e-06  2.014e-06     0     500
          2.059e-06  2.149e-06  2.104e-06     0     500
          2.149e-06  2.239e-06  2.194e-06     0     500
          2.239e-06  2.330e-06  2.284e-06     0     500
          2.330e-06  2.420e-06  2.375e-06     0     500
          2.420e-06  2.510e-06  2.465e-06     0     500
          2.510e-06  2.600e-06  2.555e-06     0     500
          2.600e-06  2.690e-06  2.645e-06     0     500
          2.690e-06  2.780e-06  2.735e-06     0     500
          2.780e-06  2.870e-06  2.825e-06     0     500
!Created by ./stackanalysis_v4.pl in Users/CEERS_02782_oM844Xu
