!       **** Bootstrap Histogram for 2000_8000 ************
!           From       To        Ctr        Freq     Cum.
         -1.022e-07 -2.446e-08 -6.332e-08     0       0
         -2.446e-08  5.325e-08  1.440e-08     0       0
          5.325e-08  1.310e-07  9.211e-08   500     500
          1.310e-07  2.087e-07  1.698e-07     0     500
          2.087e-07  2.864e-07  2.475e-07     0     500
          2.864e-07  3.641e-07  3.253e-07     0     500
          3.641e-07  4.418e-07  4.030e-07     0     500
          4.418e-07  5.196e-07  4.807e-07     0     500
          5.196e-07  5.973e-07  5.584e-07     0     500
          5.973e-07  6.750e-07  6.361e-07     0     500
          6.750e-07  7.527e-07  7.138e-07     0     500
          7.527e-07  8.304e-07  7.916e-07     0     500
          8.304e-07  9.081e-07  8.693e-07     0     500
          9.081e-07  9.859e-07  9.470e-07     0     500
          9.859e-07  1.064e-06  1.025e-06     0     500
          1.064e-06  1.141e-06  1.102e-06     0     500
          1.141e-06  1.219e-06  1.180e-06     0     500
          1.219e-06  1.297e-06  1.258e-06     0     500
          1.297e-06  1.374e-06  1.336e-06     0     500
          1.374e-06  1.452e-06  1.413e-06     0     500
          1.452e-06  1.530e-06  1.491e-06     0     500
          1.530e-06  1.608e-06  1.569e-06     0     500
          1.608e-06  1.685e-06  1.646e-06     0     500
          1.685e-06  1.763e-06  1.724e-06     0     500
          1.763e-06  1.841e-06  1.802e-06     0     500
          1.841e-06  1.918e-06  1.880e-06     0     500
!Created by ./stackanalysis_v4.pl in Users/M23_8083_cI621Nq
