!       **** Bootstrap Histogram for 2000_8000 ************
!           From       To        Ctr        Freq     Cum.
         -1.656e-06 -1.509e-06 -1.582e-06     0       0
         -1.509e-06 -1.362e-06 -1.435e-06     0       0
         -1.362e-06 -1.215e-06 -1.288e-06   500     500
         -1.215e-06 -1.068e-06 -1.141e-06     0     500
         -1.068e-06 -9.206e-07 -9.941e-07     0     500
         -9.206e-07 -7.736e-07 -8.471e-07     0     500
         -7.736e-07 -6.266e-07 -7.001e-07     0     500
         -6.266e-07 -4.796e-07 -5.531e-07     0     500
         -4.796e-07 -3.325e-07 -4.060e-07     0     500
         -3.325e-07 -1.855e-07 -2.590e-07     0     500
         -1.855e-07 -3.853e-08 -1.120e-07     0     500
         -3.853e-08  1.085e-07  3.497e-08     0     500
          1.085e-07  2.555e-07  1.820e-07     0     500
          2.555e-07  4.025e-07  3.290e-07     0     500
          4.025e-07  5.495e-07  4.760e-07     0     500
          5.495e-07  6.965e-07  6.230e-07     0     500
          6.965e-07  8.435e-07  7.700e-07     0     500
          8.435e-07  9.905e-07  9.170e-07     0     500
          9.905e-07  1.138e-06  1.064e-06     0     500
          1.138e-06  1.285e-06  1.211e-06     0     500
          1.285e-06  1.432e-06  1.358e-06     0     500
          1.432e-06  1.579e-06  1.505e-06     0     500
          1.579e-06  1.726e-06  1.652e-06     0     500
          1.726e-06  1.873e-06  1.799e-06     0     500
          1.873e-06  2.020e-06  1.946e-06     0     500
          2.020e-06  2.167e-06  2.093e-06     0     500
!Created by ./stackanalysis_v4.pl in Users/GOODS_N_9771_kW017JV
