!       **** Bootstrap Histogram for 2000_8000 ************
!           From       To        Ctr        Freq     Cum.
          1.457e-06  1.642e-06  1.550e-06     0       0
          1.642e-06  1.827e-06  1.735e-06     0       0
          1.827e-06  2.012e-06  1.919e-06   500     500
          2.012e-06  2.197e-06  2.104e-06     0     500
          2.197e-06  2.381e-06  2.289e-06     0     500
          2.381e-06  2.566e-06  2.474e-06     0     500
          2.566e-06  2.751e-06  2.659e-06     0     500
          2.751e-06  2.936e-06  2.844e-06     0     500
          2.936e-06  3.121e-06  3.028e-06     0     500
          3.121e-06  3.306e-06  3.213e-06     0     500
          3.306e-06  3.490e-06  3.398e-06     0     500
          3.490e-06  3.675e-06  3.583e-06     0     500
          3.675e-06  3.860e-06  3.768e-06     0     500
          3.860e-06  4.045e-06  3.952e-06     0     500
          4.045e-06  4.230e-06  4.137e-06     0     500
          4.230e-06  4.415e-06  4.322e-06     0     500
          4.415e-06  4.599e-06  4.507e-06     0     500
          4.599e-06  4.784e-06  4.692e-06     0     500
          4.784e-06  4.969e-06  4.877e-06     0     500
          4.969e-06  5.154e-06  5.061e-06     0     500
          5.154e-06  5.339e-06  5.246e-06     0     500
          5.339e-06  5.523e-06  5.431e-06     0     500
          5.523e-06  5.708e-06  5.616e-06     0     500
          5.708e-06  5.893e-06  5.801e-06     0     500
          5.893e-06  6.078e-06  5.985e-06     0     500
          6.078e-06  6.263e-06  6.170e-06     0     500
!Created by ./stackanalysis_v4.pl in Users/M23_73488_2_Ys339lq
